Gene,GH23,GH46,GH1284,GH1298,GH1332,GH1352,GH1520,GH1547,GH1603,GH1660,GH1834
PAX7,0,0,0,0.005035,0,0,0,0,0.0238,0,0
MASP2,0.258759,0.665726,0.297994,0.444151,0.421834,0.421047,0.551669,0.454942,0.745932,0.25629,0.467644
IYD,0,0,0,0.096814,0,0,0,0.001477,0,0,0.000713
FAM76A,4.845748,4.205575,3.445409,6.294415,1.888919,5.576615,3.505176,3.466737,4.271456,4.359026,1.989896
TRAF3IP3,0.136293,0.100165,0.06445,0.066259,0.109937,0.075464,0.272218,0.069975,0.18263,0.057937,0.11848
POMT2,1.486577,2.03174,1.897444,2.972538,6.988315,1.673026,2.474678,2.367919,2.869921,1.900398,1.624227
VTA1,3.078883,2.398054,2.447246,2.72023,1.502932,3.642077,2.128978,4.522862,1.832379,4.214111,1.51093
MLXIPL,0.020797,1.676001,0.051578,0.007772,0.050006,0.088136,0.222498,0.036472,0.017873,0.214887,0.097536
BAZ1B,12.121689,13.868357,8.47262,15.828216,9.128201,19.02924,15.268511,22.707834,8.735037,15.271086,12.441935
RANBP9,10.459833,9.483246,9.133769,9.495892,5.934935,12.24685,6.48949,10.417426,4.89455,11.753511,5.366131
ETV7,1.011131,1.44706,0.700815,1.966837,1.079706,1.828461,0.323405,2.576376,0.488908,1.388945,2.19236
SPRTN,2.65251,2.954298,2.245985,2.997024,2.969646,3.474712,2.281963,2.370949,2.466529,3.245275,1.379485
EEF1AKNMT,1.760278,2.614419,1.452381,3.346301,1.787074,3.588213,1.6776,2.557298,1.488803,2.226276,1.432355
DYRK4,3.928678,2.027459,3.880835,3.747422,1.409387,4.733896,4.87746,3.140409,2.150052,6.92291,3.495921
ZNF207,6.823947,17.626493,7.842804,9.638828,10.13068,6.335832,9.898883,8.099925,10.944454,6.192079,9.63751
UQCRC1,14.211405,19.557623,12.16459,36.384331,10.935858,24.628309,21.568317,23.172581,10.311124,20.416739,9.876944
STARD3NL,13.007003,11.296103,12.735996,15.910778,3.379032,12.86849,15.548136,19.329309,4.372591,18.462532,8.999658
CD9,3.446791,20.858669,29.748854,3.200576,3.524571,12.429744,23.228577,2.659878,1.505185,8.622464,1.415867
HHATL,0.04671,0.992017,0.057731,0.158652,0.024318,0.094238,0.05599,0.548844,0.112189,0.017674,0.167474
NCAPD2,1.490276,2.17071,1.126306,1.806861,2.450111,2.246448,2.24002,1.994557,1.910065,1.380791,1.927868
IFFO1,1.395421,2.175505,1.855975,1.782891,3.806594,2.351593,3.041488,2.197043,1.538741,1.7255,2.12972
GIPR,0.034369,0.040118,0.007895,0.03496,0.065249,0.012758,0.065295,0.503519,0.019772,0.481738,2.717453
PHF7,1.175531,1.548252,1.520768,2.22814,0.468235,1.590568,1.397054,1.285862,0.932835,1.804301,1.212181
SEMA3G,0.52751,0.14952,0.100141,0.26205,0.348199,0.17889,1.148592,0.827482,0.077343,0.441625,0.330735
NISCH,45.629612,20.649599,34.628113,55.387108,12.525338,82.420502,55.512211,31.32058,15.214384,55.130871,39.905048
STAB1,1.640755,3.823518,1.098135,1.156724,1.636511,1.116724,4.339204,1.315785,0.833618,1.357448,1.61454
FUZ,4.581366,2.948947,2.147455,3.919744,2.777967,5.640189,3.367685,2.909276,2.926248,4.180599,2.18946
SLC6A13,0.01031,0.130568,0.005877,0.122729,0.218684,0.029484,0.810508,0.120088,0.086275,0.463282,0.063108
IDS,39.149456,52.129345,31.661242,55.707447,39.621407,53.749115,37.344002,81.239838,30.460787,49.069553,53.605453
PRSS3,0.001632,0.00417,0.001602,0.002829,0.002426,0.137932,0.011195,3.618573,0.008625,0,0.007417
ZNF200,1.517103,1.218982,1.444485,1.965143,1.355149,2.286054,1.648641,1.797264,0.942187,1.859594,1.171263
CD4,1.363731,1.605815,1.083339,2.258184,0.863446,1.76815,3.082501,1.662147,1.030574,1.250691,1.363014
LRRC23,4.822762,2.935974,3.551685,7.703066,1.085327,5.147094,4.296772,7.384308,3.31194,3.915091,3.378133
BTK,0.226683,0.193938,0.323984,0.104167,0.139309,0.132676,0.598934,0.284962,0.128462,0.089756,0.12966
HFE,0.10166,0.224904,0.160154,0.095279,0.171462,0.143019,0.368636,0.110839,0.258739,0.134789,0.063644
SCMH1,4.063068,5.059267,3.094016,4.958243,2.649211,4.749831,3.41521,4.756,3.754257,5.767223,3.784976
FYN,4.76163,7.293566,3.105392,3.305209,6.781822,9.322282,5.418539,4.393492,2.237049,5.490042,2.434413
HIVEP2,3.465793,3.959064,2.401273,1.9929,2.9908,4.766941,2.747957,4.460363,1.746283,2.001749,1.764983
FMO1,0.03926,0.50035,0.021674,0.050189,0.022082,0.028474,1.297841,0.059122,0.064804,0.005718,0.033121
ELOA,5.668414,5.842797,4.607713,8.032251,2.908479,9.513873,4.577091,5.24841,3.960633,7.738531,3.631008
LYPLA2,3.788423,4.392416,2.754418,6.6583,2.238137,5.78398,4.677199,6.348289,2.65359,6.733316,2.405678
CLCN6,2.09652,1.70084,2.212782,2.099738,0.937588,3.004487,2.212095,1.047805,1.747434,2.550316,1.374307
MRC2,0.549883,4.366619,0.415618,0.572951,1.245897,0.873956,10.928623,1.02846,0.687482,1.319286,0.836544
NME1-NME2,44.765167,22.908875,44.950775,49.541885,17.99762,50.421604,30.167456,47.833687,14.792337,61.921169,22.481876
SLC6A7,0,0.015407,0,0,0,0,0,0,0.004771,0.033312,0
TSPAN9,1.877306,2.854575,2.894362,0.480641,0.328459,2.084096,2.265251,1.091739,0.037207,1.385295,0.503778
BTBD7,1.314798,2.12943,1.087909,1.586899,2.429511,1.855631,1.376727,2.310766,1.240586,1.395571,0.832201
APBA3,2.027825,2.320338,2.17988,3.094338,4.263216,3.123083,3.156377,3.610998,1.822075,2.429716,2.204575
MKS1,0.621482,1.041767,0.805545,1.236634,0.791538,1.230891,1.153305,0.96514,0.943759,0.97703,1.136536
ABHD5,1.896934,2.180369,0.916992,1.836771,0.923811,1.196915,1.483741,1.730432,1.404315,1.370925,0.437583
ANOS1,0.412361,1.045067,0.584022,0.030505,0.328526,0.32741,0.268948,0.110205,0.037293,0.753318,0.04086
AKAP8L,1.748886,3.378699,3.565067,2.632885,25.52154,1.911575,28.890968,2.35736,3.671002,3.037592,2.265138
MBTD1,1.964459,2.429047,2.005619,1.773327,1.421441,1.946253,1.690118,2.160754,1.979964,1.654,2.532421
UTP18,9.4835,9.547672,8.600472,13.887092,5.023037,12.160927,7.714825,13.377184,6.01347,12.029618,7.091983
RNF216,5.106808,5.574818,5.319671,7.440593,5.507958,9.687538,9.029464,13.353697,3.794513,8.74292,9.182881
TTC19,9.984978,17.420879,10.309951,12.302835,6.774057,15.374669,10.87839,9.320248,7.899798,12.85046,7.485471
PTBP1,14.301996,20.150101,9.02896,13.832184,19.169018,16.736948,19.901314,24.384567,12.1665,13.801517,10.968291
DPF1,0.396133,0.566797,1.158505,1.444796,0.311733,1.598715,0.752367,1.696613,0.116192,1.971549,1.073673
SYT7,22.424572,13.792028,22.811119,31.161783,6.766809,53.993954,23.053429,30.694735,9.241635,41.759552,28.1619
LARS2,1.416572,2.096203,1.900819,4.827291,1.92217,3.255965,2.450258,3.643612,1.989544,2.368958,2.031266
PIK3C2A,4.162594,5.106199,3.424966,2.84586,2.444499,4.448301,3.916866,3.716592,3.816144,3.66185,4.228738
PLAUR,0.25836,1.203136,0.075905,0.070387,0.386981,0.033124,0.633618,0.181879,0.206468,0.193844,0.580704
ANLN,4.460876,0.07112,0.775573,0.959561,1.612771,3.44256,0.740605,0.159716,0.191824,2.814451,0.296544
WIZ,1.701452,1.907487,1.143181,1.420182,3.015382,2.385485,2.622365,2.86124,1.347226,2.339393,1.741864
RABGAP1,9.384876,7.446594,5.759064,10.291138,5.953899,10.290247,10.924633,11.448152,6.973882,11.139611,6.559804
DCN,0.197581,10.080296,0.076837,0.254917,1.536405,0.129861,37.720398,1.77503,0.702488,3.472022,1.249008
QPCTL,2.001524,1.230759,1.518689,2.55532,1.335768,2.569834,1.652659,2.552318,0.722717,2.906601,1.40426
PPP5C,10.418777,6.821044,11.029466,15.670182,10.116863,22.12711,17.365196,17.233158,4.18663,20.144258,7.91246
CEP68,2.451244,3.206544,1.951142,2.362244,2.327238,3.155037,2.692899,2.270806,1.554963,2.197995,2.463537
MAP4K3,6.526001,9.617409,6.201233,8.333808,4.56536,7.805058,6.870551,5.444038,3.834212,7.5066,4.925108
ZBTB32,0.053059,0.178905,0.107611,0.154228,0.266558,0.076658,0.215055,0.201475,0.181588,0.037473,0.306329
TYROBP,5.824726,2.529086,4.955523,3.341613,1.89719,3.667248,10.833763,4.170155,1.256067,2.340623,1.415318
TMEM159,3.593401,0.428529,7.087934,0.097828,0.08542,8.99609,1.300055,0.156821,0.020674,3.986946,0.16597
GABRA3,0.119474,0.490505,0,0.053306,0.00542,0.007296,0,0.019702,0.006401,0.00711,0.001884
BRCA1,0.664977,0.378722,0.222678,0.657958,0.119642,0.390811,0.520452,0.820287,0.534763,0.508042,0.475558
ERCC1,2.701652,3.548805,1.679778,10.062907,2.153117,6.128209,3.171576,6.489285,3.096942,8.687257,2.397519
CD22,0.012719,0.877471,0.080708,0.015191,0,0.007272,0.111761,0.016199,0.001946,0.031319,0.089291
SEMA3B,0.032542,0.778998,0.04398,0.205706,0.046314,0.040579,0.669675,0.009081,0.065835,0.044115,0.02825
MBTPS2,6.018811,4.811875,3.870885,5.520749,2.986294,7.727593,4.512877,6.850283,2.412951,8.38948,3.145443
PRICKLE3,0.694739,1.044651,0.493308,0.668224,0.771151,1.222102,0.915717,1.265518,0.379823,0.651169,1.946624
LTF,0.186889,4.966423,1.840483,1.001847,0.045144,0.554747,2.599606,0.134164,0.506629,0.531197,0.774154
EXTL3,1.848744,2.416102,1.21528,2.025106,1.183021,2.043022,1.938547,2.818541,1.419589,2.356487,0.984463
NR1H4,0,0.740422,0.003004,0.006219,0.003036,0.003197,2.725549,0.015793,0.01676,0.02184,0.076366
ELOVL5,9.132603,12.582479,8.71489,9.456743,7.078394,11.998549,14.607161,18.08791,6.3135,11.050469,7.411544
ALOX5,0.241257,0.304448,0.113084,0.262792,0.138733,0.194868,0.604875,0.121012,0.167926,0.099157,0.273248
KDM5D,0.008765,0.030789,3.006354,4.729698,2.750155,0,5.40058,0.001814,0.033553,0.001398,0.003441
CALCOCO1,7.646336,9.296689,5.260578,11.055123,7.329302,11.224587,12.890662,10.696649,6.334231,9.943391,12.948167
UBR7,1.586385,2.53578,1.044213,1.669447,1.793507,1.522403,1.081981,1.903401,0.951256,1.33099,0.67889
MAP4K5,5.791767,5.179866,4.686203,4.068315,8.674075,5.555928,3.829126,4.246216,4.890334,4.482277,2.545516
EHD3,2.973379,2.716053,2.344164,3.567607,3.317321,4.911557,2.893315,2.870151,2.573176,2.279989,1.784467
PSMC4,8.647402,8.49823,6.486199,13.239293,8.148233,12.805243,11.226687,11.352734,5.998758,11.71228,4.742812
MAN2B2,10.917612,7.747257,4.797187,6.868262,8.303164,10.706736,11.155659,9.723678,3.090391,9.62072,5.911958
SLC7A14,13.222367,16.29657,5.792965,11.844074,3.582769,14.484457,8.176749,14.091442,5.656837,21.728674,7.798676
CLDN11,0.014773,4.69555,0.109058,0.21446,0.276985,0.338989,5.301246,0.594323,0.272155,1.257528,0.453388
SLC25A39,5.638506,11.561666,4.42454,9.366687,6.789287,5.598131,5.369971,8.622993,6.1384,6.398797,4.866477
MVP,8.307847,3.079821,5.7044,1.348857,1.675563,7.67587,4.368287,2.002746,1.914755,4.520622,1.672625
NUB1,7.801265,8.265836,9.06379,11.267295,6.753624,11.389906,10.237689,15.209065,5.77422,8.552377,8.836466
PGM3,10.548452,8.038918,11.652169,10.445103,19.219229,12.741491,7.127955,11.261086,11.709274,8.906785,9.582295
RWDD2A,4.01065,1.649553,3.460237,3.207478,2.376258,4.274786,1.875678,3.6152,1.882517,3.370865,2.13033
CLK1,20.410967,29.886206,22.020655,15.709447,13.965629,14.593551,15.911692,9.134331,10.826019,19.988977,12.022407
POLR3B,0.412638,0.449467,0.32405,0.479712,0.512409,0.638943,0.559875,0.605567,0.467396,0.540163,0.429328
ANGEL1,3.69352,3.238242,2.806658,6.226164,7.288143,5.173429,3.91141,8.30641,4.14796,4.017476,2.685059
RNF14,13.624542,10.069485,11.749501,13.877627,5.07591,13.725649,6.639606,9.295741,4.450373,12.230852,4.973975
DNASE1L1,1.50724,1.845466,0.948048,2.176163,1.408607,2.836252,1.157931,2.193911,1.515004,1.663952,1.302861
DDX11,0.257263,0.626913,0.71299,1.096661,0.547919,1.624006,0.999118,0.835746,0.843754,0.648335,2.092423
HEBP1,4.531594,6.049489,5.040689,7.264278,3.294441,7.672735,6.827796,8.275452,3.119672,7.804342,6.915966
GPRC5A,0.000902,0.201124,0.009634,0.001499,0.013092,0.011656,0.097663,0.088319,0.034506,0.013772,0.001961
MAMLD1,2.597591,0.556738,1.329429,0.073002,3.014213,0.581697,0.605486,7.507962,0.180094,0.696672,2.565592
CD6,0.033514,0.014372,0.025426,0.013908,0.013739,0.15391,0.619321,0.033668,0.047898,0.00591,0.258452
TACC3,1.76077,1.063123,1.069693,1.846324,2.267134,2.257337,3.387209,1.915544,0.965981,1.175876,1.23718
UFL1,15.827983,10.431429,14.289942,17.144447,13.638137,22.110596,8.657121,15.252889,8.219316,23.595633,7.709103
POLA2,1.287399,1.029934,1.262556,1.653459,0.563565,1.747101,1.412423,1.798091,0.998234,1.888017,1.655031
ZC3H3,0.936389,1.352616,0.9353,1.553568,1.038086,1.759977,1.514834,2.22631,1.087714,1.208034,1.565835
CAPN1,6.343507,13.469927,6.610669,3.265725,3.665984,10.752312,8.641717,8.083393,1.903359,6.633848,8.225517
ACP3,0.062402,0.054694,0.005694,0.009596,0.005544,0.012382,0.063276,0,0.02085,0.028569,0.013161
MDH1,52.147644,38.820358,51.042519,62.085114,24.498676,70.525444,34.844074,30.763092,20.049051,78.24707,19.658339
SLC30A9,18.451616,13.156169,14.060418,21.747219,10.955241,22.513866,22.142839,18.376873,10.255619,21.514196,9.016188
MTMR11,0.769104,2.257519,0.107385,0.484493,0.926927,0.312863,1.215956,1.766253,1.298826,0.466925,0.843542
COX15,4.92056,4.888639,4.307206,6.643884,2.171227,7.820069,5.630105,5.12416,3.441144,6.490892,3.930221
CCDC88C,0.219647,2.40108,0.103076,0.078521,0.20084,0.103754,0.992942,0.937221,0.301351,0.103299,1.488731
YAF2,3.627126,4.72762,4.285975,3.92357,1.678546,3.523389,4.686321,4.502845,2.317671,4.561028,2.664968
ZMYND11,4.233717,5.929649,3.78912,6.529381,4.668022,10.17217,2.482794,4.293355,5.96169,3.951646,5.186695
WAS,0.655022,0.555524,0.458331,0.299529,0.383231,0.427657,1.360909,0.282882,0.394966,0.291795,0.256963
DPEP1,0.226353,0.005954,0.044493,0,0.005125,0.008417,0.010909,0.001036,0.001482,0.133155,0.00314
BID,1.431671,1.35696,1.400764,0.518531,0.369828,1.524904,0.929009,1.059185,0.933821,1.350708,1.112367
MATR3,43.696232,47.371643,37.316517,57.886566,16.519337,54.565918,34.742676,50.093376,28.204409,51.827034,30.892174
NPC1L1,0,0.002773,0,0.005378,0.015467,0,0.004679,0.001424,0.005605,0,0.008129
XYLT2,1.024816,2.720925,0.950979,2.54095,2.175684,1.318314,1.848331,2.323996,1.174387,1.235329,1.358026
RGPD5,4.665621,10.147271,5.309208,4.233182,6.690889,6.18634,4.639956,3.167173,4.99206,7.001524,7.218498
STMN4,0.11623,0.12111,0.161712,0.317947,0.007203,0.563042,6.008548,0.021926,0,1.070367,0.704932
NUDCD3,2.234819,3.755515,1.951682,4.443301,2.876529,4.364194,4.44774,6.508543,2.986188,4.088582,3.638421
ISL1,0.004994,2.360068,0.016952,0,3.355376,0.014991,0.014174,0.009366,0.008354,0.005897,0.004579
CHDH,2.295943,2.044349,1.340241,13.315533,1.247008,6.376469,3.633122,6.940055,2.512831,1.93963,5.947195
IL20RA,0.005758,0.36529,0,0.001428,0,0.006162,0.015232,0.003747,0.003544,0,0
CLCA1,0,0.006017,0,0.005392,0,0,0,0,0.018967,0.011971,0.008952
CLCA4,0.010048,0.016319,0.028514,0.040941,0.02143,0.008569,0.010056,0.003645,0.032775,0.000263,0.007085
GLT8D1,19.234638,15.52657,26.841621,28.629215,15.797484,23.947243,28.85482,29.156506,11.566236,21.111477,16.70713
ATP2C1,9.623284,17.104197,9.403436,14.33876,6.930148,15.14432,12.76382,7.413859,8.104028,13.605901,10.987014
IGF1,1.439392,0.498446,1.063191,0.073606,0.297888,0.444068,0.278692,0.25888,0.094934,0.783428,0.155061
SLC38A5,0.167203,0.0481,0.268639,0.041932,0.016371,0.616576,0.162773,0.085146,0.04959,0.076397,0.077633
RALBP1,8.520529,6.569671,4.24497,12.834397,5.458092,10.230558,7.742564,7.571668,4.372504,10.231006,5.359447
RUFY3,37.965225,22.383064,26.861012,24.943174,12.513182,52.835625,47.361401,15.126065,11.478384,48.488331,10.402838
CNTN1,2.822607,20.885458,10.237556,13.097232,14.65758,9.157868,13.342623,17.796917,10.791783,7.842961,9.55615
SLC11A1,0.236104,0.106349,0.102605,0.137029,0.004649,0.201546,0.187324,0.023783,0.1584,0.197149,0.038664
WWTR1,0.873051,2.612803,0.438031,0.39101,0.72957,0.467615,4.93952,1.336007,0.437045,1.05626,1.031912
AGPS,3.436469,4.051929,3.000046,5.03517,2.388169,4.819374,2.92927,3.673745,2.422237,4.217875,2.564421
CXorf56,4.252523,2.964826,3.073737,5.347635,2.809006,6.567419,3.632546,6.781367,2.271935,5.228986,3.36017
ATP1A2,1.225843,4.125183,1.138315,1.351848,0.78403,2.6871,3.287499,1.947945,0.812062,2.48775,1.03055
TTC27,2.742681,2.436064,2.011802,3.801995,1.317514,4.733563,2.130455,1.963522,1.400821,4.860925,2.275107
ZNF582,2.933671,2.654974,2.244789,3.013849,2.374073,2.444541,2.492936,2.529104,2.471933,3.015535,3.049074
VSIG2,0.063994,0.197321,0.049176,0.070431,0.106802,0.023815,0.089466,0.280657,0.059932,0.009825,1.076562
PHLDB1,0.963384,4.367706,1.546728,0.723584,1.609043,1.673396,7.039207,1.505303,0.418324,2.642329,2.152884
MARCO,0,1.598336,0.073062,0,0,0.025455,0.309821,0.336984,0.116621,0.325575,0.921051
CYP24A1,0.025701,0,0.018169,0.040121,0,0.005119,0.044975,0.004948,0.011529,0,0
PRDM11,0.640214,0.69239,1.022543,0.318926,0.405158,1.052256,0.771895,0.565732,0.332125,0.846312,1.177356
SYT13,22.968506,9.732573,14.261935,38.118126,5.299269,32.295292,17.246515,21.341599,9.972926,25.167906,10.828956
SNAI2,0.323088,0.741959,0.111382,0.060424,0.224182,0.036938,3.038909,0.172133,0.084925,0.367515,0.134759
CD74,51.459667,63.732677,36.993671,47.35025,29.938616,51.106163,197.186722,63.097588,25.234495,30.778971,34.839748
HGF,0.088696,2.001069,0.282744,0.057421,0.267805,0.184443,2.704278,0.223784,0.374579,0.074919,0.221309
ZRANB1,3.419967,3.921503,2.949157,5.224072,1.799754,5.604848,5.1781,3.413848,2.714134,4.760284,2.983566
NCDN,5.403298,8.929416,5.373183,9.256581,3.18433,11.357697,7.064453,6.359996,5.806598,10.313885,3.673762
ADGRA2,0.72115,1.78109,0.186669,0.58052,1.145169,0.31746,6.337319,1.108124,0.442298,1.127228,0.691527
ZFP64,1.633457,1.917196,1.515062,2.835093,2.507652,2.72696,1.973911,3.358084,3.157073,1.630531,1.772909
MNAT1,4.154952,4.24746,5.157863,5.424034,7.775509,4.153762,3.8144,5.506968,4.335719,4.388729,2.007161
SAMD4A,0.863686,0.857111,2.142062,0.055256,1.490975,0.82847,1.403242,1.587612,0.722577,0.434671,0.758652
RUNX3,0.337839,0.148126,0.149552,0.084545,0.179954,0.174711,0.553323,0.263299,0.159187,0.035751,0.142695
MRE11,1.969837,1.404869,1.180286,1.788716,0.677898,1.821377,1.556888,2.423285,1.584445,1.374625,2.312076
PLEKHB1,5.205805,35.89901,4.403938,50.993347,14.581017,18.660061,9.620311,63.306904,32.538132,10.376496,40.788685
SERPINB1,12.101862,12.941421,13.246612,9.820936,13.060371,15.350081,7.618806,12.133032,5.882601,10.196442,6.235552
CYP3A43,0,0.011686,0.008995,0.003162,0.043189,0,0.008348,0,0.007893,0.011184,0.03942
SLC7A9,0.014299,0.08911,0.097582,0.118029,0.112547,0.080645,0.082501,0.112819,0.191091,0.043834,0.217854
SPAST,5.597607,5.34947,4.703039,5.840876,2.961658,6.23833,4.129902,3.162447,2.401557,5.549412,3.457316
NRXN3,1.188595,0.820159,0.986409,1.105766,3.187204,2.876644,2.964097,4.066712,5.514178,0.870768,2.210889
OSBPL5,1.932079,1.292643,1.778068,1.782798,0.394811,3.09708,3.786364,1.024935,0.265941,1.731955,1.715818
AQR,2.93057,4.124808,2.970064,4.472907,4.265982,4.342523,3.436191,3.831795,3.796943,4.546173,2.260751
CPS1,0.069437,0.141385,0.06659,0.602183,0.498411,0.392467,0.138489,0.585393,0.221973,0.570739,0.069261
C8B,0,0,0.005471,0,0.006832,0,0,0.003202,0,0,0
FHL1,17.989023,28.111591,16.92074,15.856276,13.976118,28.237852,25.459534,19.16048,5.250097,21.027769,10.079985
RTF2,16.587486,11.811463,9.013122,20.466026,9.889429,20.749168,19.284458,20.36434,10.134026,25.229399,9.116146
GABRA1,0,0.222165,0.007705,0.031539,0,0,0.013855,0,0,0.02118,0.003055
NLRP2,0.025963,0.001136,0.067792,0.002992,0.38095,0.05169,0.003126,0.219139,0.150649,0.019724,0.204977
SLC45A4,1.991503,1.439512,2.538915,2.756856,1.512703,2.76459,3.232661,2.951653,2.468201,4.420694,3.07469
RNF10,14.09743,16.735645,9.57074,17.680756,9.821288,18.95393,20.090822,18.237043,11.520758,19.024294,16.452833
ZNF839,0.669083,0.779189,0.510106,0.955734,1.61665,0.590324,0.848801,1.010823,0.683763,0.499871,0.808668
ZDHHC6,6.664449,5.6467,5.805133,4.656846,3.098495,5.950134,5.955204,4.997564,2.452112,7.196891,3.325653
GRAMD1B,2.512344,4.830495,1.363567,2.322109,3.811476,2.978292,1.673211,3.303376,1.575807,0.875034,3.824461
RNH1,4.917119,5.724797,4.188233,6.001556,3.003203,9.066584,6.759816,8.584449,5.501219,5.466121,6.717638
NDUFS1,3.049198,3.27876,2.873452,4.68817,2.405613,5.046174,2.92548,2.651427,2.096857,4.092595,2.154341
RB1CC1,10.845606,7.999265,8.770474,8.945868,4.832403,13.586382,10.163025,12.028151,5.509658,12.009306,7.214039
ERP44,8.838106,8.131566,5.801622,7.92066,5.201294,9.42986,10.395224,14.643374,4.833851,10.876643,6.048126
ALAS1,4.479647,4.490839,2.945478,7.903792,2.521056,7.896369,4.833973,7.187888,2.797132,6.774503,2.979056
BIRC3,0.372231,0.967892,0.480705,0.227241,0.120324,1.624631,0.688491,0.109227,0.304906,5.781606,0.325556
AKAP11,13.970325,17.445601,11.287356,22.231823,6.494421,18.553885,25.558376,20.931898,11.121082,18.439495,9.76792
GLRX2,5.577605,4.948056,4.596867,5.998428,3.544628,6.789252,3.717672,5.336316,2.342181,7.459885,2.450895
SNAPC1,9.911935,2.370845,6.461908,3.876809,3.466922,6.139759,2.854571,3.930774,1.864152,7.205586,1.042839
DERA,8.692179,3.841194,6.678315,1.401446,1.540444,9.239902,2.325975,3.758495,1.072605,6.82531,1.405381
STRAP,42.304432,32.580936,39.104462,40.965588,15.732378,58.570568,42.958321,46.735809,14.519115,59.040787,19.741385
ABCC2,0.00906,0.017869,0.081479,0.008916,0.080079,0.002088,0.008479,0.001813,0.009833,0.011608,0.024731
DEF6,0.428022,1.106234,0.68175,0.663043,0.764207,0.392834,1.151482,1.596942,0.714195,0.222245,1.621909
