"","logFC","logCPM","PValue","FDR","sig"
"SGSM2",-0.144344880452826,6.12016961444504,0.790137042684147,1,"None"
"CAV2",-0.247928085968293,5.01552408658102,0.790275953577265,1,"None"
"LASP1",-0.0632623110183092,6.40603447015203,0.790724482535697,1,"None"
"KLHL11",0.115181101848834,5.85526473840297,0.790764513718616,1,"None"
"ABCE1",-0.171101446983128,5.64185367356384,0.791179907563135,1,"None"
"MED24",-0.145807168688381,5.64493844667314,0.791179907563135,1,"None"
"UBXN7",-0.119122883697596,5.65599269703346,0.791179907563135,1,"None"
"CAMSAP1",-0.117365477218698,5.65520571296219,0.791179907563135,1,"None"
"ECI1",-0.0375286654458429,5.66116151809871,0.791179907563135,1,"None"
"ZFR",0.0800833256390173,6.5378251444543,0.792082188419388,1,"None"
"SYN2",0.327251997480366,4.24153017359295,0.792224805375743,1,"None"
"C9orf78",0.188229111848722,5.20547005196567,0.792545838028503,1,"None"
"BBS1",0.157549001572431,5.19575698675842,0.792545838028503,1,"None"
"CNOT6",0.13261506654539,5.19258017692189,0.792545838028503,1,"None"
"HECTD2",0.0915596560888406,5.19321025493089,0.792545838028503,1,"None"
"WDR70",0.0568987530643266,5.17674217641494,0.792545838028503,1,"None"
"IQSEC1",-0.250513505613699,5.05687638758883,0.792563052031295,1,"None"
"C2orf42",-0.202994900832771,5.06564547069488,0.792563052031295,1,"None"
"ZNF346",-0.199306220547591,5.05168627195771,0.792563052031295,1,"None"
"SIRT3",-0.194932303392991,5.07768403618532,0.792563052031295,1,"None"
"PTGES3L-AARSD1",-0.14998242865009,5.07255340564688,0.792563052031295,1,"None"
"NKIRAS2",-0.130877954291408,5.05999204572026,0.792563052031295,1,"None"
"JADE2",-0.122852098897575,5.06862581166749,0.792563052031295,1,"None"
"EXOSC4",-0.120877354499385,5.0727602731625,0.792563052031295,1,"None"
"IL18BP",-0.113541778519937,5.07662230665263,0.792563052031295,1,"None"
"PARP12",-0.0984728826319866,5.07139356044315,0.792563052031295,1,"None"
"H2BC21",-0.0666913856516849,6.76112526019189,0.793486997924073,1,"None"
"PKP4",-0.138781808875847,5.63794310706595,0.793576632578751,1,"None"
"GPATCH2L",-0.198036699044867,5.37720284797579,0.794030673590663,1,"None"
"ZNF37A",-0.167435961137043,5.37398836354049,0.794030673590663,1,"None"
"WBP4",-0.165396221676875,5.39786560003173,0.794030673590663,1,"None"
"GNL3L",-0.13815038739658,5.37264065251975,0.794030673590663,1,"None"
"JPT1",-0.133712984391956,5.39767169784192,0.794030673590663,1,"None"
"TRMT10C",-0.116639650930916,5.39290234205752,0.794030673590663,1,"None"
"ATG9A",-0.116606717490303,5.37980625518298,0.794030673590663,1,"None"
"LYPLA2",-0.0847149320264789,5.41222613422066,0.794030673590663,1,"None"
"GIT1",-0.0701923500115144,5.3888309840823,0.794030673590663,1,"None"
"CEL",0.190078233931183,7.86449893267449,0.794127614618811,1,"None"
"GRSF1",0.0844535722568231,5.81091305902885,0.794455285118418,1,"None"
"PIK3R4",0.0616489768877208,5.80828810379078,0.794455285118418,1,"None"
"PIBF1",0.0245707622095765,5.7917570955204,0.794455285118418,1,"None"
"IL6ST",0.0746071189396381,7.65597537031511,0.794638698470895,1,"None"
"API5",-0.0648613442173977,6.62900713811822,0.794673226931987,1,"None"
"AARS1",-0.115867773102988,6.67672766207557,0.794935595913122,1,"None"
"ADAM15",0.213708536009368,5.12454683625665,0.795204848096649,1,"None"
"BPHL",0.165395180467707,5.1383290237781,0.795204848096649,1,"None"
"PSMC1",0.136942887963743,5.11947018955894,0.795204848096649,1,"None"
"DDX59",0.120215824969377,5.11073116666659,0.795204848096649,1,"None"
"FAM149B1",0.0766666359209923,5.11595280676004,0.795204848096649,1,"None"
"FUCA1",-5.85812040220864e-05,6.1515694728464,0.79530734352044,1,"None"
"USP32",-0.0993079707117702,5.79538853388705,0.795777822764838,1,"None"
"AC006064.6",0.0710408911853468,6.69991594751131,0.796380227906536,1,"None"
"CDC27",-0.075415075856011,6.23407258747545,0.796571694373245,1,"None"
"RNF43",0.394266303511267,4.37564581582596,0.796605161817158,1,"None"
"TTC7A",0.39327631864544,4.37865740262454,0.796605161817158,1,"None"
"RNF217",0.364406220927122,4.35529836142225,0.796605161817158,1,"None"
"AC107871.1",0.357474241880678,4.35909926473618,0.796605161817158,1,"None"
"MICALL1",0.350574096180963,4.39656054062937,0.796605161817158,1,"None"
"HAAO",0.331045071133586,4.35779075931124,0.796605161817158,1,"None"
"H2BC7",0.326903949566056,4.38648957416458,0.796605161817158,1,"None"
"TBC1D16",0.321729955182795,4.39774435724919,0.796605161817158,1,"None"
"WDCP",0.275454424090744,4.39613475680666,0.796605161817158,1,"None"
"ENTPD3",0.258138420757407,4.38621497675615,0.796605161817158,1,"None"
"PPCDC",0.250579556420538,4.39293918252758,0.796605161817158,1,"None"
"TET1",0.231570544055898,4.37934866145995,0.796605161817158,1,"None"
"GABRA4",0.221405306649929,4.37819105798591,0.796605161817158,1,"None"
"DISP1",0.21247628787122,4.37064328724388,0.796605161817158,1,"None"
"SFXN5",0.209066365232421,4.38355296796788,0.796605161817158,1,"None"
"BCL6",0.18457312413245,4.37337320391273,0.796605161817158,1,"None"
"ERCC4",0.181810332640464,4.37095665091624,0.796605161817158,1,"None"
"DHRSX",0.154331314131114,4.36327054277541,0.796605161817158,1,"None"
"TSHZ2",0.150989671309242,4.34686596071123,0.796605161817158,1,"None"
"PABPC1L",0.137977097449851,4.3366818243448,0.796605161817158,1,"None"
"KNTC1",0.130370097026465,4.34228732643729,0.796605161817158,1,"None"
"KYAT1",0.0850997175442838,4.36052881650783,0.796605161817158,1,"None"
"ITIH4",0.0339208762779315,4.34607942964903,0.796605161817158,1,"None"
"KSR1",0.0321528295399088,4.36992608531761,0.796605161817158,1,"None"
"MANF",-0.0767850289470446,7.00212202850307,0.797033091794562,1,"None"
"ME3",0.123960239857579,5.08488164283319,0.797436849122739,1,"None"
"SNX14",-0.0583757383560699,6.59776300699695,0.797463684497706,1,"None"
"CSNK1A1",0.0613442321497586,7.49509739420181,0.797607843244448,1,"None"
"LRRN2",0.267418883604098,5.01229506456445,0.797666604621443,1,"None"
"KLHL22",0.207582339372476,5.02857860967469,0.797666604621443,1,"None"
"MARCKSL1",0.188716741660156,5.03573974205275,0.797666604621443,1,"None"
"MRAS",0.187119803602088,5.03661360369961,0.797666604621443,1,"None"
"CARNMT1",0.158422906189384,5.02970706700363,0.797666604621443,1,"None"
"TRIM9",0.149543055544272,5.01529552801022,0.797666604621443,1,"None"
"PLEKHA1",0.141066437352132,5.01989510097453,0.797666604621443,1,"None"
"ZNF138",0.110856926363897,5.02092096282803,0.797666604621443,1,"None"
"ZNF615",0.103059416637587,5.03717065630318,0.797666604621443,1,"None"
"FAH",0.0962022974798794,5.0422285036291,0.797666604621443,1,"None"
"GRAMD1B",0.0420131762292791,5.0153819270099,0.797666604621443,1,"None"
"TRAPPC3",-0.0775478870316834,6.47530094011118,0.79813457741262,1,"None"
"EIF3A",0.0781876276122888,6.99546677507402,0.798174953891682,1,"None"
"KBTBD2",0.0303609147383106,5.74241746722241,0.798217397795877,1,"None"
"LMBRD2",-0.0686728851290959,6.37996070358477,0.798677844409415,1,"None"
"GAD1",-0.50210289405841,4.42023310339755,0.798858694069249,1,"None"
"SCAF8",0.0968838642302809,6.1447675489497,0.799009242616061,1,"None"
"BOD1L1",-0.144255991476133,5.91198551954732,0.799122468670522,1,"None"
"ACAA1",-0.00504579963158148,5.93276489692582,0.799122468670522,1,"None"
"VPS39",-0.0741897250513953,6.49103956495095,0.799137337022744,1,"None"
"TNKS1BP1",0.205494345194311,5.75703519652624,0.799466617579313,1,"None"
"NIPBL",0.0849097236601247,6.18606069415862,0.799709836685507,1,"None"
"EXOC7",0.0511077834540136,6.18496783422479,0.799740178442248,1,"None"
"NTS",0.215331469177104,6.98380396867065,0.799830295339516,1,"None"
"NUP214",0.190755848075557,4.95002139986152,0.799839420783975,1,"None"
"KCTD5",0.185255413567978,4.94283272474527,0.799839420783975,1,"None"
"SRF",0.178657811035049,4.94927720282378,0.799839420783975,1,"None"
"DNAJC27",0.175677346270294,4.93423462143994,0.799839420783975,1,"None"
"PATL1",0.175262542871919,4.92924875694183,0.799839420783975,1,"None"
"MCUR1",0.159870088919467,4.94224290597114,0.799839420783975,1,"None"
"CROT",0.156745827830382,4.93072587696744,0.799839420783975,1,"None"
"NIT2",0.122301757858293,4.93526501680661,0.799839420783975,1,"None"
"RGMB",0.121635997905049,4.92428982185031,0.799839420783975,1,"None"
"EVI5",0.11328620837739,4.92249776726692,0.799839420783975,1,"None"
"TRAF3IP2",0.110419789264389,4.92325676912064,0.799839420783975,1,"None"
"GPR75",0.0514326997025435,4.91296708395976,0.799839420783975,1,"None"
"LRRC4C",-0.00170325660912798,4.93874476203047,0.799839420783975,1,"None"
"VWA5A",0.111189844489294,6.72078365675085,0.800622227181743,1,"None"
"STX5",-0.154186463345812,5.55225413690632,0.800795927111428,1,"None"
"ZDHHC6",-0.138022414071593,5.55888556921788,0.800795927111428,1,"None"
"SMAD1",-0.116304139856191,5.56205742696629,0.800795927111428,1,"None"
"NT5C3A",-0.113669549838589,5.56544073825583,0.800795927111428,1,"None"
"RELA",-0.100948086172052,5.56535191818539,0.800795927111428,1,"None"
"MEGF9",-0.100767552577363,5.55781465720695,0.800795927111428,1,"None"
"METAP1",-0.0764219728595281,5.5606728279705,0.800795927111428,1,"None"
"PSMG1",-0.0744457757895153,5.5719645582784,0.800795927111428,1,"None"
"RNF187",-0.00264517014322713,5.56304093452457,0.800795927111428,1,"None"
"SHISA5",-0.056235937396176,6.33809049335423,0.800866355917883,1,"None"
"MANSC1",0.333380186709709,4.50302720814782,0.801172154083524,1,"None"
"GPR153",0.306611191641413,4.53908852400552,0.801172154083524,1,"None"
"TMCO6",0.27037189787434,4.49838925266648,0.801172154083524,1,"None"
"CYYR1",0.269210610707773,4.51234426979416,0.801172154083524,1,"None"
"ABCC9",0.267316081623741,4.49758263151061,0.801172154083524,1,"None"
"RHOBTB1",0.251313024395209,4.5019118914808,0.801172154083524,1,"None"
"RAB11FIP4",0.221884346108945,4.47872970521354,0.801172154083524,1,"None"
"MCPH1",0.210519955726004,4.48741395220758,0.801172154083524,1,"None"
"VSIG10",0.201921182769037,4.48610004556587,0.801172154083524,1,"None"
"ZNF496",0.198197033473241,4.48157775049146,0.801172154083524,1,"None"
"RBFA",0.192504475754136,4.48992640683265,0.801172154083524,1,"None"
"POLG2",0.18740170414784,4.51549971522641,0.801172154083524,1,"None"
"GTDC1",0.184581311518031,4.4854429976069,0.801172154083524,1,"None"
"MYO19",0.183407021643622,4.49116410764885,0.801172154083524,1,"None"
"FABP3",0.14556077188908,4.49615653595107,0.801172154083524,1,"None"
"SLC15A2",0.141537524341453,4.48631559937476,0.801172154083524,1,"None"
"MTCL1",0.133146436010019,4.48708955934552,0.801172154083524,1,"None"
"CEP57L1",0.122095883680827,4.49720458763841,0.801172154083524,1,"None"
"MACROD2",0.0522268625451287,4.46275937327779,0.801172154083524,1,"None"
"SLTM",0.0339718282373243,6.69144210574803,0.801179849549777,1,"None"
"MAPKBP1",-0.300626463713457,4.90610619726703,0.801208037546124,1,"None"
"MOSMO",-0.287531666700392,4.90624010327186,0.801208037546124,1,"None"
"CHFR",-0.273542896114403,4.89578586450228,0.801208037546124,1,"None"
"PAAF1",-0.251898999253713,4.91909498272982,0.801208037546124,1,"None"
"MRPS23",-0.244552458240583,4.91452560385105,0.801208037546124,1,"None"
"AC022400.5",-0.197639319790335,4.93340860178154,0.801208037546124,1,"None"
"LARS2",-0.180927173033267,4.9131808618266,0.801208037546124,1,"None"
"TBC1D30",-0.168111028044722,4.92943126661868,0.801208037546124,1,"None"
"RNFT2",-0.16703760776255,4.91300185702252,0.801208037546124,1,"None"
"TRAF6",-0.166736305410541,4.92353473487793,0.801208037546124,1,"None"
"UBL7",-0.161529191545999,4.93858178246081,0.801208037546124,1,"None"
"ZSCAN9",-0.158731450529123,4.91463354804789,0.801208037546124,1,"None"
"WDR92",-0.157684249969247,4.92418990237017,0.801208037546124,1,"None"
"PIAS4",-0.12407350370536,4.93778602883155,0.801208037546124,1,"None"
"TM9SF1",-0.123230053821595,4.91747938212163,0.801208037546124,1,"None"
"PLA2G15",-0.100590639166668,4.92367433657159,0.801208037546124,1,"None"
"ERAP2",0.290029373661126,4.87137937579164,0.801584192483482,1,"None"
"PIGM",0.28655378792687,4.85560980213434,0.801584192483482,1,"None"
"NEURL1B",0.267461086442055,4.86395314899002,0.801584192483482,1,"None"
"RAMP2",0.24140233539579,4.86666443101644,0.801584192483482,1,"None"
"TRAPPC6A",0.209180518367942,4.85596376396369,0.801584192483482,1,"None"
"TAF5L",0.203257908216586,4.85022898575096,0.801584192483482,1,"None"
"ADO",0.199349779824098,4.84559908619109,0.801584192483482,1,"None"
"RBMXL1",0.187615298879854,4.84714659995407,0.801584192483482,1,"None"
"BCLAF3",0.181458002213339,4.82807745996797,0.801584192483482,1,"None"
"DNAJC15",0.166252655808228,4.85442971399085,0.801584192483482,1,"None"
"ZNF573",0.163331736676998,4.83891740073671,0.801584192483482,1,"None"
"MVD",0.160937115050196,4.8260032376857,0.801584192483482,1,"None"
"BCL10",0.160123893451321,4.84213983059618,0.801584192483482,1,"None"
"ZNF611",0.15937750175522,4.83729604024276,0.801584192483482,1,"None"
"CCDC113",0.154048686435103,4.85645189657414,0.801584192483482,1,"None"
"LRRC8B",0.117107551969945,4.83397858673495,0.801584192483482,1,"None"
"NCBP3",0.116478313153713,4.823512010788,0.801584192483482,1,"None"
"DNASE1",0.111273855208402,4.82527421979421,0.801584192483482,1,"None"
"TMEM218",0.0975095148796771,4.84162845737694,0.801584192483482,1,"None"
"FAN1",0.0936924144676184,4.82572238417034,0.801584192483482,1,"None"
"MEMO1",0.086253224245136,4.83708646035495,0.801584192483482,1,"None"
"TTC21B",0.0851123132905308,4.81331149243832,0.801584192483482,1,"None"
"CEP162",0.0841905936918051,4.83849015458646,0.801584192483482,1,"None"
"AP4S1",0.0819442585079955,4.82485860595604,0.801584192483482,1,"None"
"AGK",0.0735486274181405,4.82740902040916,0.801584192483482,1,"None"
"SET",-0.0404837485093581,7.9208380130541,0.801665823921862,1,"None"
"ODF2L",0.0454942951285875,5.68278595698882,0.802054127690255,1,"None"
"AK2",0.036960865623398,5.68894576539405,0.802054127690255,1,"None"
"PWWP3A",0.0575639677945441,5.39652390835631,0.802659879027826,1,"None"
"PLEKHH3",0.255745360269297,4.7613806021643,0.802680973805877,1,"None"
"AC012184.2",0.252547365342787,4.75430263617755,0.802680973805877,1,"None"
"AMACR",0.240711780635802,4.73885506415506,0.802680973805877,1,"None"
"ZNF821",0.225458498122765,4.74021270150623,0.802680973805877,1,"None"
"MMD",0.222345728310179,4.73639056571613,0.802680973805877,1,"None"
"LAMA5",0.219385070676978,4.74831019543144,0.802680973805877,1,"None"
"SNAP29",0.217058929955149,4.75845041327299,0.802680973805877,1,"None"
"EML5",0.178649295914657,4.71548053263357,0.802680973805877,1,"None"
"TTLL5",0.169157122004574,4.70885926160769,0.802680973805877,1,"None"
"RAD54B",0.164690602134807,4.72956707093775,0.802680973805877,1,"None"
"ZNF678",0.141781576486462,4.71448716930954,0.802680973805877,1,"None"
"PCTP",0.136075299948532,4.74894793333914,0.802680973805877,1,"None"
"NICN1",0.130298018476266,4.72088257222279,0.802680973805877,1,"None"
"STPG1",0.114189734800733,4.7432642757431,0.802680973805877,1,"None"
"KLHL3",0.101109626077338,4.70976573557245,0.802680973805877,1,"None"
"NFRKB",0.0968726232552184,4.7247531974589,0.802680973805877,1,"None"
"ZNF577",0.0476218330620817,4.72373341678543,0.802680973805877,1,"None"
"ZNF525",0.0298022900725405,4.72098748895901,0.802680973805877,1,"None"
"CLNS1A",-0.0996956119221664,6.2938462447339,0.802697798007682,1,"None"
"CLN3",0.284906530936105,4.62570822662337,0.802762847166194,1,"None"
"SIX4",0.256361455798616,4.6324057638325,0.802762847166194,1,"None"
"STARD8",0.244653000166246,4.63215809890552,0.802762847166194,1,"None"
"DBT",0.225575015459041,4.63077913566937,0.802762847166194,1,"None"
"CEP78",0.218723561282533,4.6348463690572,0.802762847166194,1,"None"
"CLEC14A",0.21167619425103,4.63865620257017,0.802762847166194,1,"None"
"LRRC57",0.178217893243667,4.61106318657948,0.802762847166194,1,"None"
"FBXW2",0.162968677733471,4.60679505767337,0.802762847166194,1,"None"
"RNF8",0.155558068530786,4.62574825832585,0.802762847166194,1,"None"
"DHX35",0.150588952101966,4.62233135527559,0.802762847166194,1,"None"
"JMJD7",0.142380853695392,4.62339371326582,0.802762847166194,1,"None"
"OSGEPL1",0.134350662985812,4.60861293123344,0.802762847166194,1,"None"
"PTCH1",0.0497681417872209,4.60387144812045,0.802762847166194,1,"None"
"CDK2AP1",-0.069229635089057,6.32651389729519,0.802932966185897,1,"None"
"MIPOL1",0.12183833233622,4.69486473100242,0.80298253304303,1,"None"
"ZBED5",-0.0923234460219132,6.29257046172067,0.803441960277469,1,"None"
"ATP9A",-0.0702653399253268,6.65244910320886,0.803631605400206,1,"None"
"WDSUB1",-0.182293115684475,5.26815368451027,0.803742748400185,1,"None"
"TAF12",-0.182179164320911,5.28001347979415,0.803742748400185,1,"None"
"ENC1",-0.169310211133554,5.27665523647011,0.803742748400185,1,"None"
"TRIM13",-0.165892928551,5.27509498381073,0.803742748400185,1,"None"
"ATP10D",-0.164009773799268,5.26675791279464,0.803742748400185,1,"None"
"HUS1",-0.153368870603047,5.27337054039971,0.803742748400185,1,"None"
"UTP23",-0.148018476799508,5.27271940915775,0.803742748400185,1,"None"
"CYTH1",-0.139730307606926,5.27134016900302,0.803742748400185,1,"None"
"TMEM138",-0.13580340447061,5.26565296087317,0.803742748400185,1,"None"
"SLC25A44",-0.131514452365287,5.27912506664649,0.803742748400185,1,"None"
"RHNO1",-0.12513040206409,5.27954494395484,0.803742748400185,1,"None"
"MTCH1",0.0684507827682823,8.13505577820333,0.80400311476919,1,"None"
"MICU1",0.0658049510927107,6.18479949331335,0.804030519008836,1,"None"
"GID8",-0.0972955047008412,5.71080992884706,0.805504702478936,1,"None"
"DARS1",0.10239718262502,6.07454607240567,0.805646851449015,1,"None"
"SLMAP",0.092471723848068,6.11462670906973,0.805647100074359,1,"None"
"MED23",0.0747710062326616,5.62767964170398,0.805968909971502,1,"None"
"OLFM2",-0.0721412758938094,5.50882036575622,0.80614451426831,1,"None"
"ANKRD28",0.197970399364058,4.71052542163116,0.806158986092005,1,"None"
"PIGR",0.441001339708018,4.40799906842294,0.80638139270074,1,"None"
"PTPRS",0.114870924855402,5.86239401264576,0.806555788580404,1,"None"
"ARL14EP",-0.0509167850660085,6.04144016666472,0.806865471359018,1,"None"
"ACTR1A",-0.0626450651968783,6.6807526319943,0.806914346564963,1,"None"
"ZFP91",-0.0503245421329887,6.39841268257922,0.807388541282919,1,"None"
"RNF103",0.116018338452817,6.20514921111066,0.807661459638156,1,"None"
"DEPTOR",-0.3404938719388,5.09323203220307,0.807662144942596,1,"None"
"CSNK2A1",0.00847073843803342,6.0129188618476,0.80813171072591,1,"None"
"CLIP4",-0.0476725474076672,6.90525455440378,0.808372889864415,1,"None"
"B3GALNT1",-0.100244301320504,5.85286490855381,0.80882196768646,1,"None"
"CDKN2A",-0.0867317720903701,5.6148439000727,0.808998036548728,1,"None"
"ENY2",0.0714305767113122,5.97331087155536,0.809677387281233,1,"None"
"STAT4",-0.400080893699164,4.74406760094187,0.809764996233764,1,"None"
"NOL10",-0.355406278864709,4.75424571019649,0.809764996233764,1,"None"
"CHST11",-0.283584173940634,4.76987140337464,0.809764996233764,1,"None"
"ZSCAN21",-0.281133096159974,4.73922620597738,0.809764996233764,1,"None"
"ZNF81",-0.261728554550575,4.74615711199758,0.809764996233764,1,"None"
"CNTNAP1",-0.261468230678619,4.73898854384603,0.809764996233764,1,"None"
"AC010615.4",-0.234260237815587,4.74030892461009,0.809764996233764,1,"None"
"PANK4",-0.233806198863073,4.77315303634181,0.809764996233764,1,"None"
"AADAT",-0.198207017308407,4.76893727056334,0.809764996233764,1,"None"
"RPP38",-0.185498227327779,4.77567259193773,0.809764996233764,1,"None"
"ZNF669",-0.178258589734873,4.77368276078948,0.809764996233764,1,"None"
"DDX25",-0.172124492784839,4.77102584752652,0.809764996233764,1,"None"
"TMEM267",-0.161729810954873,4.7791097296873,0.809764996233764,1,"None"
"ISG20",-0.157791168155813,4.76509968075949,0.809764996233764,1,"None"
"ZBED1",-0.157419650493037,4.7593729874949,0.809764996233764,1,"None"
"ZNF287",-0.135113455641902,4.76571831611153,0.809764996233764,1,"None"
"RIOX1",-0.120547058174572,4.77599313536658,0.809764996233764,1,"None"
"GRK6",-0.107390624864272,4.76713767373989,0.809764996233764,1,"None"
"TMEM250",-0.103035407024691,4.77204261069936,0.809764996233764,1,"None"
"RNF26",-0.0414609389173774,4.78672986538357,0.809764996233764,1,"None"
"TWF1",0.0885004816299068,7.06272189360017,0.80979955548421,1,"None"
"AC022826.2",-0.0947238425093329,6.35508787383556,0.809907261355442,1,"None"
"GGNBP2",0.120058751662026,5.57737297121108,0.80996531442958,1,"None"
"RTL6",0.0855411578030164,5.59021486232007,0.80996531442958,1,"None"
"ORC4",0.0752242835658522,5.57145820948088,0.80996531442958,1,"None"
"TXLNA",-0.0710564711514456,6.39550251643652,0.81039847010755,1,"None"
"PRMT5",-0.137322356463641,5.46235091929691,0.810953999241226,1,"None"
"PCDHAC2",-0.110979411614043,5.46503991486411,0.810953999241226,1,"None"
"MPDU1",-0.100738158865401,5.45943228628394,0.810953999241226,1,"None"
"AKAP1",-0.077097211968782,5.45191367270449,0.810953999241226,1,"None"
"IGF2R",-0.0929383036605365,5.9617836727779,0.811154254345942,1,"None"
"ORC3",-0.0926230097772748,5.97363564544486,0.811154254345942,1,"None"
"EXOC5",-0.0654751581659041,5.97012117016607,0.811154254345942,1,"None"
"BAG5",-0.0490727089336485,5.97464977504739,0.811154254345942,1,"None"
"UCHL3",-0.13727777288651,5.1163143948236,0.811219797467219,1,"None"
"RBL2",-0.112624411731263,6.22574158503382,0.811993293790947,1,"None"
"MYT1L",-0.156030035755856,5.96638837615508,0.812815858326637,1,"None"
"PDE10A",0.131653154399103,6.2826062624447,0.813579202457653,1,"None"
"PUM1",0.0683590278945347,6.4623782009413,0.813587154154596,1,"None"
"MAPK10",-0.12814057779692,6.86564931741919,0.813664654227449,1,"None"
"TRAPPC13",0.0833169119263036,5.93135893574293,0.813823383799527,1,"None"
"SEC61A2",-0.236938529424353,5.12621796566461,0.813993019784676,1,"None"
"CEP89",-0.181132344310042,5.14877259517295,0.813993019784676,1,"None"
"PPRC1",-0.177152201160049,5.14281358513965,0.813993019784676,1,"None"
"ATG4A",-0.173358327464619,5.13753620412789,0.813993019784676,1,"None"
"RIOK1",-0.164613066817223,5.1581642213355,0.813993019784676,1,"None"
"GPN3",-0.144711987139025,5.15892497336907,0.813993019784676,1,"None"
"GEMIN5",-0.143214866636711,5.14498960081703,0.813993019784676,1,"None"
"AKAP8",-0.142203616952083,5.14437184418945,0.813993019784676,1,"None"
"MARCHF2",-0.123938924298293,5.14740725873915,0.813993019784676,1,"None"
"PLGRKT",-0.119829690361596,5.15095348637626,0.813993019784676,1,"None"
"SNHG32",-0.117922892669898,5.16476864622529,0.813993019784676,1,"None"
"HMOX2",-0.104722648135978,5.1666599743097,0.813993019784676,1,"None"
"NUDT16",-0.0758523843788286,5.16635230894501,0.813993019784676,1,"None"
"CARHSP1",-0.0756102656306387,5.14627695556256,0.813993019784676,1,"None"
"CHST14",-0.0379444729076107,5.16778271234438,0.813993019784676,1,"None"
"ZNFX1",0.108529637264132,5.52396369724111,0.814046998662215,1,"None"
"ACYP1",0.0625263492826612,5.5130388172087,0.814046998662215,1,"None"
"SART3",0.0551504843467524,5.5067884895423,0.814046998662215,1,"None"
"RGN",0.188594310045928,4.6146301763461,0.81452421881491,1,"None"
"FAT1",0.0526839273053869,5.74804908257018,0.815267981965448,1,"None"
"ARRDC3",-0.123683988668911,6.81636247513467,0.815271914162129,1,"None"
"AGGF1",-0.121674400470261,5.62184042769768,0.81577332132103,1,"None"
"ATE1",-0.112812553268323,5.62022229904181,0.81577332132103,1,"None"
"KPNA3",-0.0822475647079224,5.61492867859601,0.81577332132103,1,"None"
"BTBD10",0.0853802306058956,6.07163938068271,0.816401296232387,1,"None"
"CBX5",0.072583590873661,7.63464921662371,0.816432211770576,1,"None"
"NCL",-0.0352032050848696,7.91248826007659,0.81686916527427,1,"None"
"RASSF3",0.214349407500197,4.94502664255398,0.816878010552358,1,"None"
"HNRNPC",0.0387790592716711,8.58631519528879,0.817294687398308,1,"None"
"CFAP53",-0.376003338773685,4.55845220109198,0.817712528213772,1,"None"
"ERI2",-0.360442921161672,4.54930930605375,0.817712528213772,1,"None"
"SPDL1",-0.3142659939377,4.55872087724441,0.817712528213772,1,"None"
"DUSP4",-0.308914316515574,4.58627606716987,0.817712528213772,1,"None"
"SMUG1",-0.293934722519681,4.58862173969951,0.817712528213772,1,"None"
"TIRAP",-0.283113998760118,4.5811864764742,0.817712528213772,1,"None"
"ZNF793",-0.276680073608541,4.56804224340263,0.817712528213772,1,"None"
"BAK1",-0.272867485070801,4.57730403335478,0.817712528213772,1,"None"
"DZANK1",-0.271801718473935,4.55993393967588,0.817712528213772,1,"None"
"ZNF416",-0.270341315966286,4.57941104654498,0.817712528213772,1,"None"
"RTN2",-0.254041574459182,4.59242975445649,0.817712528213772,1,"None"
"ZNF35",-0.248728824834636,4.57913327216351,0.817712528213772,1,"None"
"B3GLCT",-0.241541246356888,4.57664950215828,0.817712528213772,1,"None"
"MASTL",-0.226117861663386,4.58164353194406,0.817712528213772,1,"None"
"ZSWIM1",-0.224275704926329,4.56262623292137,0.817712528213772,1,"None"
"AC025283.2",-0.214561394901683,4.59147841810306,0.817712528213772,1,"None"
"PCDHB1",-0.209201112123546,4.58347070118353,0.817712528213772,1,"None"
"C19orf44",-0.208757968195061,4.57855005836045,0.817712528213772,1,"None"
"NEMP1",-0.207064787452685,4.57586863180217,0.817712528213772,1,"None"
"ZNF527",-0.201104698024392,4.57093298672056,0.817712528213772,1,"None"
"BORCS6",-0.196609889866692,4.5939120610401,0.817712528213772,1,"None"
"RABIF",-0.178477004016529,4.60573427359028,0.817712528213772,1,"None"
"C1orf54",-0.157375004275602,4.57418370753122,0.817712528213772,1,"None"
"PCYT2",-0.143096676704995,4.60418607791883,0.817712528213772,1,"None"
"RHOBTB2",-0.135107416256173,4.59154902207333,0.817712528213772,1,"None"
"IL34",-0.103365932372414,4.59067889834054,0.817712528213772,1,"None"
"DNAJC12",0.0917757683412742,6.57987420104064,0.81779583606314,1,"None"
"COL22A1",-0.208496815119091,5.65903136951258,0.817870031626753,1,"None"
"SF3B3",0.0754151516309225,5.88933832832142,0.818072905978527,1,"None"
"RGL1",0.108369263217304,5.45275950304915,0.818217625634557,1,"None"
"CTR9",-0.0783291284375197,6.28248341657224,0.818317129622025,1,"None"
"EIF4G3",0.0642490120550705,6.37924803019899,0.818398564605224,1,"None"
"RORA",0.0452683768431806,5.96271522140627,0.818491813382261,1,"None"
"ZC3H13",-0.0987588590846287,5.76373284826138,0.819037268056582,1,"None"
"PPL",-0.116183780089125,5.86930355632346,0.820976350566068,1,"None"
"KIFAP3",0.0608270609861479,6.90542315659286,0.820983438196032,1,"None"
"RBBP7",-0.041592678788409,6.72252136671589,0.821041043282008,1,"None"
"SLC17A9",-0.707444113731814,4.12396709709768,0.821121522769068,1,"None"
"CENPW",-0.642247300752012,4.1197180723605,0.821121522769068,1,"None"
"FANCI",-0.624626782546128,4.11891083948145,0.821121522769068,1,"None"
