Gene,N0416,N0417,N0429,N0510,N151127,N160118,N160331
ZC2HC1A,6.345422,2.808551,1.186926,4.856005,5.554699,4.941905,5.094148
IL7,0.415906,0.272509,0.191401,0.52018,0.418557,0.335295,0.274116
STMN2,2.778621,1.975581,0.913848,1.302701,3.010221,4.131895,3.642247
ARMC1,10.639686,2.32078,1.582493,6.169269,8.238464,8.095762,9.5546
TRPS1,3.903118,3.014601,3.402148,4.247709,5.68906,4.546949,3.86875
SPAG1,5.0674,1.927815,0.731721,2.35465,3.192647,3.870445,4.86687
CHRAC1,1.920344,1.206509,1.059398,1.262706,6.919946,5.219477,6.171685
NCALD,4.256947,2.474624,2.320097,5.212017,5.584965,7.074345,5.785587
SNX16,3.196088,1.089974,0.65585,1.821279,2.250725,2.521787,2.918269
UBR5,14.071679,13.360917,5.098665,14.292109,13.413676,12.433854,10.810344
GSDMD,0.446912,0.345893,0.283256,0.432841,2.155751,2.174726,2.852195
GFUS,2.507641,0.958206,0.191175,1.215182,3.71432,4.412566,5.656769
PYCR3,0.444056,0.192119,0.10002,0.441483,0.59679,0.922262,1.032162
EEF1D,1.392473,0.816622,0.686417,0.915046,1.777575,1.437773,9.419587
SQLE,8.987081,3.601505,1.344635,6.120017,7.65647,10.803325,16.111574
SH2D4A,0.108844,0.202685,0.419005,0.253288,0.880998,0.487867,0.877083
INTS10,12.779462,4.714391,3.638493,8.293797,11.532567,13.085525,12.578894
ERI1,0.942646,0.455631,0.322738,0.726452,1.117106,1.019848,1.348503
SLC39A14,6.710484,4.569078,1.848003,6.497435,8.211101,9.270505,13.326068
MTMR9,0.960353,0.399152,0.289683,0.807773,0.866143,1.142395,0.795121
LEPROTL1,5.893246,3.121324,1.778337,4.763649,9.867142,9.308189,10.775324
DCTN6,18.489798,4.088681,2.819559,10.48669,17.915346,17.197241,18.628769
R3HCC1,5.539427,2.066536,0.835498,4.508097,7.307619,7.321931,9.339423
GSR,7.096139,3.16452,1.764848,6.832258,15.522172,18.7649,18.712185
TNFRSF10A,0.134158,0.21032,0.529943,0.125977,0.802191,0.30879,0.554938
UBXN8,2.657079,0.999656,0.814907,1.66421,2.906768,2.22149,3.03743
PPP2CB,17.099899,5.047984,3.647947,12.037482,25.60202,24.008398,29.976028
ERICH1,2.291254,2.387569,1.071769,2.084672,4.952349,3.779783,5.599468
NEFM,0.949089,2.44928,1.120277,3.120849,3.258353,7.963956,14.199023
TUSC3,34.682152,10.250853,1.807957,22.778187,23.607605,29.287592,46.417469
ARHGEF10,0.623868,0.872653,1.104814,0.718466,0.960905,0.732908,0.891507
KLHDC4,2.446055,1.688705,1.823396,1.281429,3.591869,2.922082,2.740982
MCM4,3.516598,1.384877,0.924362,2.461213,3.553924,3.771254,4.145214
KCTD9,5.473458,2.493719,1.334561,4.925342,6.217732,9.301491,10.171366
ASAH1,36.231655,12.744149,6.103116,27.286478,61.248955,41.535534,60.356045
BNIP3L,13.950477,5.930123,4.019727,8.082435,24.332865,16.224199,17.361727
MAN2B1,1.573077,1.649987,1.209461,1.951946,10.841548,6.487044,8.816271
KCNN4,0.023054,0.029313,0.302543,0.060219,0.306506,0.160614,0.094816
TULP2,0.027566,0.037893,0.164737,0.029535,0.068374,0.008275,0.024599
NUCB1,8.333508,6.641572,3.315043,6.474099,32.703579,32.401291,40.83226
DHDH,0.372109,0.114691,0.132699,0.40747,0.894446,1.189259,1.05406
GYS1,0.955242,1.49307,0.941933,1.291024,3.592415,3.562487,4.801392
MAP4K1,0.146202,0.237907,0.269979,0.165162,0.394994,0.079177,0.192612
ECH1,2.118905,1.693215,1.18801,2.055212,9.128084,8.157227,10.099998
HNRNPL,4.151187,3.68861,2.164598,4.376221,8.316231,9.270779,8.599422
NFKBIB,0.555178,0.245909,0.32029,0.486334,1.96924,2.380482,2.445275
LHB,176.369492,131.881943,17.94948,91.660828,290.812225,777.59668,1910.844482
CGB3,0.036722,0.403418,0.170381,0.483727,1.844939,0.165478,8.546059
TUBB4A,0.020593,0.170732,0.62773,0.083505,0.749625,0.530911,0.842637
SARS2,0.60161,0.442044,0.537005,0.679855,1.084177,1.33323,1.145475
SNRNP70,12.36055,12.581164,6.702104,16.298,21.801754,21.375772,23.968496
CLPTM1,5.437515,2.839373,2.085151,4.948931,22.024464,21.68705,24.697273
RELB,0.200785,0.798367,0.629811,0.28227,1.348451,1.028186,1.316684
CLASRP,1.724961,2.715342,1.90193,2.04101,4.852012,5.419366,5.128341
LIN7B,4.552474,1.971165,0.415508,4.717244,7.509168,9.431374,9.653873
PPP1R37,3.587273,4.082952,0.434523,4.5043,8.382821,12.337906,13.405811
FCGRT,5.117371,4.703445,3.218654,5.770313,31.181675,19.916821,27.82564
PIH1D1,7.47896,2.923773,1.724329,6.654439,8.25335,9.789559,8.804758
CKM,0.069073,0.051918,0.159239,0.059787,0.279166,0.070457,0.126887
ARHGEF18,1.500952,1.971789,0.732961,1.946067,4.979581,5.480405,6.732001
PPP1R13L,0.240888,0.591753,0.686388,0.86805,1.592079,3.014534,4.488023
PEX11G,0.59072,0.390039,0.222107,0.577163,1.183833,1.616457,1.658347
ERCC2,1.410666,1.121757,0.751728,1.483461,2.93133,3.309518,4.078075
DOT1L,0.242465,1.734858,0.560714,0.458763,1.602744,1.168807,1.184988
PLEKHJ1,2.208048,1.668048,0.976396,2.878912,5.337959,6.971004,7.213615
SLC17A7,0.027452,0.04962,0.272546,0.024848,0.024486,0.008455,0.008198
RNASEH2A,1.014789,0.541593,0.338166,1.126582,1.389704,2.517935,1.574467
KLC3,0.087303,0.14731,0.201873,0.160018,0.078781,0.283794,0.276176
CD37,0.204498,0.507182,0.400726,0.163701,6.316459,0.625073,2.199169
SF3A2,0.742228,0.818747,0.479514,0.575095,2.613604,3.34253,2.497329
AMH,0.287384,0.230597,0.04779,0.208393,0.040672,0.072522,0.399403
DKKL1,0.008554,0.011026,0.07203,0.021417,0,0.004093,0.001712
LYL1,0.251268,0.079094,0.311549,0.141443,1.872835,0.402675,1.375612
OAZ1,57.168991,15.567603,10.545121,34.315582,79.477829,113.423553,94.637634
TRMT1,2.215807,1.398217,1.012209,1.926614,2.583997,2.707678,2.283748
STX10,3.328279,2.428241,0.952228,3.17207,4.196055,4.876744,5.261281
FCER2,0.027468,0.023843,0.135811,0.006034,0.047659,0,0.016611
DMPK,0.803496,2.103212,1.329984,1.655411,9.330481,3.321707,4.572291
RSPH6A,0.004627,0.078321,0.066698,0.011816,0.018137,0.009996,0.027097
TBC1D17,1.716963,1.940602,1.005088,2.05764,10.524996,7.533973,6.21164
IL4I1,0.418818,0.341015,0.18267,0.413407,1.080899,0.845786,1.198123
TLE6,0.059275,0.087486,0.455414,0.109237,0.147535,0.066416,0.216279
CCDC130,4.483621,3.287537,2.023169,1.88668,4.716621,4.58511,4.911036
PTOV1,7.609107,9.745599,5.332348,17.118858,32.003197,19.884804,39.947777
TLE5,22.653257,15.793187,9.093185,16.640308,68.141914,63.601772,84.46151
NOVA2,0.574366,1.060104,0.658692,0.879936,3.257089,3.351904,4.098
SGTA,4.319673,3.702255,1.756214,3.448827,11.654871,14.938128,14.556371
LILRB1,0.043785,0.074339,0.127133,0.048824,0.29645,0.092855,0.284021
MED25,2.833528,3.824346,1.532377,3.556913,11.038542,13.066832,11.45937
LILRA1,0.007614,0.010231,0.060058,0.011024,0.047666,0.019224,0.063082
SNAPC2,1.515133,0.848618,0.267538,1.520547,4.56714,7.150269,6.394405
C19orf53,10.521496,3.76528,2.260985,6.519345,14.186662,14.230745,17.484425
TIMM44,4.621546,2.754004,1.22613,3.56001,5.09084,6.660734,6.918563
CCDC61,0.955365,1.253893,0.338685,1.173763,2.231661,2.282248,1.884809
IL27RA,0.057866,0.039651,0.119116,0.06264,0.189283,0.086013,0.315153
ASF1B,0.175205,0.115381,0.074268,0.213965,0.287297,0.344595,0.264893
TNNT1,0.12613,0.471017,0.1692,0.187831,0.546013,2.309375,2.267981
VRK3,4.515316,3.550183,2.010677,2.834518,5.596661,7.518249,7.586028
FAM32A,8.502449,2.699964,1.848936,6.005522,10.06625,9.438256,11.695813
PPP6R1,1.500694,3.070155,1.440412,2.346262,6.823114,6.369313,7.31802
C19orf44,0.614658,0.851001,0.485153,1.01244,1.411665,1.423308,3.848509
MED26,0.651825,1.059383,0.434024,0.80901,2.416081,2.032175,2.560046
OLFM2,1.058786,2.877715,0.520731,2.262645,11.709277,7.639633,6.921829
RASAL3,0.074822,0.085585,0.234226,0.134845,0.662284,0.096402,0.278887
AKAP8,2.102003,1.887547,0.975956,2.353668,4.691387,4.431656,4.659992
EPHX3,0.131947,0.116006,0.191943,0.086704,0.46509,0.451173,0.55267
ILVBL,3.949075,2.128408,0.637078,4.711679,7.122265,10.81506,11.398843
ZNF419,4.987196,1.423114,0.952547,3.208228,3.485926,2.471597,3.55247
SYDE1,0.0784,0.162207,0.51261,0.107517,2.189675,0.600204,1.817061
AURKC,0.378446,0.149916,0.210662,0.128577,0.274424,0.825524,0.32287
POP4,3.974676,1.432117,1.097173,2.540042,3.937799,3.973729,4.864412
CCNE1,0.112332,0.193263,0.367001,0.180445,0.412829,0.343577,0.516801
URI1,11.815643,3.578429,1.975196,12.250501,18.163727,15.55706,18.004856
PDCD5,16.039669,4.040065,1.277024,8.77329,17.115105,18.980919,24.048729
ANKRD27,2.673338,2.102494,1.489144,3.088897,2.879254,3.535448,4.07986
RPS16,24.720465,10.754765,4.64965,26.120356,134.831863,104.029648,146.661728
TIMM50,2.695536,1.807944,1.293021,2.716835,3.760036,4.729579,3.26904
FBL,3.931029,1.748647,0.992274,3.353449,7.570873,7.615583,7.86989
DYRK1B,1.179827,1.017885,0.397146,1.392652,4.048442,5.236979,4.35343
CCNP,0.052303,0.157909,0.071419,0.110356,0.272382,0.50517,0.71663
GPI,11.046844,9.794453,4.25194,12.088692,23.821661,25.705959,29.838671
AKT2,6.195418,4.877943,2.748729,4.706728,4.027002,6.110139,7.369863
PLD3,26.341042,30.144722,5.440755,49.005569,58.995174,128.098572,146.265045
PRX,0.077114,0.13484,0.529959,0.041498,0.586413,0.344448,0.743537
PIAS4,1.351395,1.364849,0.830658,1.288852,3.497035,4.267323,4.136525
NUMBL,0.771047,2.181834,0.615353,1.641296,3.482973,5.162172,6.122756
EBI3,0.048936,0.216432,0.330011,0.031982,1.294957,0.444023,0.906777
YJU2,0.913978,0.495194,0.405226,1.550207,3.27478,2.103539,4.103002
SHD,0.025098,0.034878,0.13033,0.051237,0.017465,0.051748,0.085685
TBCB,24.145746,6.765382,2.475816,15.447145,31.662781,36.023849,34.397446
FSD1,0.429595,0.286051,0.177219,0.261374,0.268546,0.833669,0.665265
POLR2I,7.383052,1.68602,0.489432,4.505842,15.286422,16.214857,13.852352
OVOL3,0.144948,0.224161,0.08919,0.328034,0.176948,0.21907,0.141212
CLIP3,1.429726,3.290208,1.819239,2.971488,26.899542,29.358665,28.674496
ZFR2,1.850089,2.560427,0.558024,1.614779,2.147808,2.328054,1.697846
SLC1A5,1.182894,1.962369,1.032182,1.005658,6.184075,5.305788,8.32548
PRKD2,1.38474,2.128008,1.360433,1.612895,5.785455,6.08941,7.783505
TJP3,0.118715,0.16445,0.294508,0.092637,1.159601,1.424853,1.730078
APLP1,18.296549,13.209054,1.881221,21.230463,63.471661,89.373535,93.036896
CACTIN,0.479365,0.46947,0.458468,0.503498,1.43324,1.42959,1.764349
CCDC9,0.61886,1.091644,0.506297,0.71273,3.277738,2.546362,3.159829
HNRNPUL1,7.233262,6.309661,3.281935,8.085433,32.204334,29.912941,32.817192
FZR1,2.168147,4.45853,1.622919,2.58598,7.003907,7.460933,7.45172
BBC3,0.176347,0.168079,0.317823,0.387443,1.004514,0.745032,0.695258
TGFB1,0.310085,0.871912,0.975529,0.523111,10.595553,5.106524,7.281833
DENND3,1.406255,1.217297,1.917413,0.984975,4.400878,3.057305,1.885377
DMAC2,1.627546,0.937075,0.923079,1.80362,4.228405,4.815391,4.497223
CEACAM4,0.034418,0.01353,0.152328,0.026402,0.130457,0.020604,0.028983
PLIN3,0.470641,0.706096,0.396154,0.428917,4.414137,3.012514,5.268131
MYH14,1.559791,3.396993,1.425197,1.906981,8.45295,15.660393,16.666243
MRPL4,0.871735,0.598162,0.337527,0.646035,2.101293,2.933191,3.481412
SIGLEC8,0.114163,0.064788,0.211954,0.053817,1.643412,0.099363,0.962557
CD79A,0.017341,0.054655,0.165013,0.063618,0.510536,0,0
RPS19,16.546776,4.559621,4.435983,7.490517,41.624161,38.534264,40.655807
NOP53,11.82068,7.432533,3.888592,13.983262,50.387894,56.305916,54.089722
NKG7,0.149883,0.107692,0.393469,0.202681,1.142728,0.296508,0.847164
ICAM5,0.02502,0.108307,0.252246,0.03204,0.013646,0.004118,0.046703
ETFB,7.25825,0.46389,0.46308,5.508083,19.862846,26.74374,24.111771
CD33,0.099278,0.079184,0.369525,0.118522,1.224539,0.342233,0.428325
BABAM1,5.001884,2.956632,1.999641,4.158362,8.031892,10.017165,9.6066
TYK2,3.454006,3.359807,2.221933,4.110275,6.416094,7.052309,6.443341
CDC37,9.753479,6.713288,4.264078,10.019604,17.93354,16.796619,19.820498
NAPA,3.48164,2.714376,1.09012,3.208681,36.979794,5.674815,6.364719
RABAC1,20.199612,6.896717,2.485683,17.419907,45.739948,55.763298,62.12463
ATP1A3,2.179975,4.137815,1.867341,4.255363,15.41488,19.751568,30.128424
MEIS3,1.143778,0.612289,0.667878,1.163043,2.269969,3.784863,4.834314
PTPRS,2.106416,4.785833,3.262845,2.738739,10.299751,11.564984,14.681525
CNFN,0,0.024793,0.192692,0.007424,0.136234,0.182286,0.395129
MEGF8,0.736012,1.457429,1.073707,1.567106,4.818468,5.806475,6.64834
KDELR1,9.826722,6.67742,2.826958,10.501327,51.819321,51.007286,60.54372
CYTH2,3.51129,3.437804,1.734518,3.97337,7.085331,7.322536,7.208954
GRWD1,0.795526,0.458141,0.431307,0.773652,2.026822,2.450161,2.191905
GRIN2D,0.026974,0.050196,0.069003,0.02416,0.148175,0.126951,0.246957
SYNGR4,0.028109,0.049153,0.227366,0.043593,0.155904,0.083602,0.039204
CLEC11A,0.670735,0.369862,0.359914,0.785918,5.068917,5.62535,4.072586
CCDC114,0.044144,0.106735,0.208356,0.04783,0.162172,0.085947,0.060879
CARD8,1.881167,2.056664,1.628203,2.999003,3.077611,3.998759,3.97768
LIG1,0.721203,1.191205,1.333248,1.583246,1.91003,2.63881,1.371009
SIGLEC6,0.05716,0.031712,0.238028,0.03755,0.046815,0.012958,0.019899
ZNF175,3.011992,1.23902,1.001974,2.781396,2.719871,2.756259,2.319645
PLA2G4C,2.135364,1.932376,1.996672,2.872797,3.419627,3.228674,2.253544
SIGLEC5,0.037133,0.045615,0.155678,0.04715,0.25258,0.11297,0.191787
HAS1,0.052427,0.362915,0.057448,0.055792,0.130214,0.218458,0.101778
RAB3D,1.148719,0.884645,0.61258,1.40241,4.66968,4.125352,6.093868
DBP,3.598105,0.941658,0.744287,1.876203,5.032064,8.414867,7.540684
TMEM205,8.852269,4.979669,2.47557,8.644272,21.368769,22.75284,27.211666
CAPS,0.981779,1.380995,0.572103,1.505605,3.042301,1.939575,2.712907
PLPPR2,2.39313,3.069372,1.232817,2.822567,11.657543,13.357812,13.949292
FAM83E,0.036626,0.037829,0.090003,0.019321,0.132678,0.055348,0.041482
RASIP1,0.449973,0.442592,0.554872,0.414421,1.770841,0.945203,1.321899
BCAT2,2.388437,0.808335,0.686033,2.700186,5.003431,7.035303,6.935061
MIER2,0.455094,0.660382,0.451872,0.896885,1.41054,1.475686,1.301702
PLEKHA4,0.569735,1.355385,1.633445,0.544059,5.576271,3.865257,4.989762
PPP2R1A,9.608402,6.972251,3.271887,11.36407,18.834146,21.587563,22.725126
TNPO2,3.674927,4.223332,2.251095,4.810624,9.591252,10.695258,11.097083
WDR83OS,21.878284,5.392937,2.421583,16.871679,34.144573,33.423138,37.709427
CACNG7,0.166042,0.327699,0.337306,0.199908,0.966286,1.65625,1.550121
GCDH,2.4526,1.507669,1.170163,2.137481,3.680014,4.323462,4.232842
LILRB5,0.033644,0.049928,0.041112,0.022597,0.803342,0.075588,0.079448
KLF1,0.018784,0.031014,0.051567,0.027671,0.069879,0.043438,0.016078
DNASE2,2.797988,1.659752,0.754963,2.969047,10.587822,12.704,12.769265
MAST1,0.773653,1.991037,0.661023,1.077086,3.262125,3.818587,2.539953
LENG1,0.096436,0.071033,0.029992,0.073953,0.257692,0.218665,0.201855
PRPF31,0.162162,0.093117,0.129228,0.158782,0.318743,0.346367,0.376647
TFPT,0.134815,0.047588,0.061334,0.109409,0.281498,0.298398,0.303081
JAK3,0.07485,0.305288,0.34052,0.139724,1.843763,0.761195,1.218843
RPL18A,44.635857,12.642963,6.759389,30.855839,114.484375,119.260307,126.505974
KCNN1,0.018478,0.036033,0.154351,0.023781,0.037246,0.168516,0.252663
ARRDC2,1.197907,1.037887,0.740178,0.293949,2.761395,1.210868,1.721925
PIK3R2,2.032021,3.039424,1.23349,2.861552,8.20698,9.937863,11.872522
RAB3A,1.374016,2.548446,0.713187,2.746314,12.468706,17.299065,18.397465
PDE4C,0.031278,0.063942,0.1445,0.038411,0.035766,0.034677,0.067747
ISYNA1,1.474901,2.576118,1.355101,2.384564,10.101059,10.214908,11.241361
ELL,1.043978,1.673826,0.769767,1.113664,4.420928,3.483849,4.040576
CRTC1,0.377409,0.764568,0.461906,1.00056,4.567071,6.072006,4.765806
COMP,0.00911,0.081427,0.086677,0.006906,0.027827,0.13724,0.028572
UPK1A,0.007117,0.044106,0.123618,0.011788,0.033376,0.019956,0.001455
COPE,17.590382,4.89816,2.304648,15.298323,36.861389,41.769451,49.398365
DDX49,2.557056,0.789008,0.815071,2.032555,3.786829,4.416216,5.730212
ETV2,0.049163,0.03973,0.086736,0.162157,0.208311,0.402198,0.364605
ATP4A,0.016012,0.021798,0.172098,0.032911,0.020112,0.042555,0.043055
ARMC6,3.124597,0.521032,0.294858,2.827985,5.191423,6.063802,5.64194
TMEM147,9.18407,3.148781,1.830701,8.154632,16.573305,18.659468,20.76281
GAPDHS,0.007924,0,0.108747,0.029882,0.056229,0.023795,0.008358
TMEM59L,3.36324,4.099977,2.110552,3.966333,16.134069,25.671803,35.032543
HAMP,0.035727,0.273571,0.170457,0.002571,0.703825,0.590364,1.219879
USF2,5.970743,5.209473,3.674048,7.149909,25.249014,26.74015,26.857275
LSR,2.428602,2.003247,0.677883,1.687576,10.938858,15.234487,18.519133
KXD1,5.241006,4.7842,1.851187,4.046371,10.837584,9.214588,12.103342
FKBP8,26.034876,13.12809,5.843454,26.826193,55.93174,56.582359,60.957325
SUGP1,3.762478,2.48124,0.899725,4.008475,6.944256,4.672024,4.700381
HPN,0.303933,0.381898,0.174098,0.286365,2.811344,2.974417,2.211418
ZNF14,4.553891,1.44632,0.793434,2.922399,3.631807,4.011594,4.309401
SCN1B,0.847122,0.458965,0.483243,0.522901,4.193496,3.773791,3.359971
PBX4,0.257872,0.418299,0.357946,0.34673,0.386878,0.392199,0.408788
ERF,3.027557,5.578577,2.658107,1.972175,9.807445,8.274677,11.302613
GSK3A,1.402943,1.582905,0.568098,2.301493,8.201114,10.886691,10.378528
ATP13A1,1.949268,1.932543,1.287353,2.659356,6.487862,7.254659,9.02358
ZNF574,1.028519,0.758629,0.517637,1.045406,2.904792,3.16766,3.623051
GRIK5,0.920084,2.211289,1.21204,1.670669,6.187863,8.639794,9.610293
SIPA1L3,0.438779,0.769282,1.302372,0.390223,2.888335,2.196475,2.146952
ZNF85,0.541329,0.111322,0.115552,0.380188,0.38032,0.563709,0.384381
ETHE1,3.253397,1.239784,0.543863,2.248355,5.011789,5.281215,7.73537
CADM4,4.939608,3.428902,1.282492,5.705952,12.539557,15.985195,16.821596
SMG9,2.361448,0.809108,1.10914,1.358021,2.583174,2.380134,2.358455
AVL9,3.976341,2.945255,1.565899,4.428226,4.137892,4.549324,4.90732
RUNDC3B,1.796259,0.590214,0.146182,0.348801,1.089079,0.982841,1.724036
CFAP69,3.734981,2.88753,1.138425,2.691609,1.227968,2.365839,0.882407
GTPBP10,3.821093,1.353721,0.608127,2.89211,3.403923,3.571398,3.44664
RASA4,1.590898,2.26015,1.040711,3.32786,4.954871,2.593924,5.34775
CDK6,2.325386,0.996783,0.76929,1.861395,2.181887,1.232088,1.745877
PMPCB,10.811897,3.817991,2.49801,7.919639,10.005705,8.754793,9.607083
DNAJC2,3.09648,1.562619,1.248789,2.69132,2.70493,2.453739,2.700984
TFPI2,2.711975,4.122793,0.551864,2.394555,1.846687,2.35817,3.585505
BET1,17.698065,2.258593,1.666472,9.076488,10.18911,11.109766,12.939924
NAMPT,8.036221,27.218527,6.469964,6.54923,20.92663,13.287631,14.029758
POLR1F,3.042416,1.134569,1.023065,2.546368,2.920433,3.204089,3.251443
PIK3CG,0.258578,0.256529,0.295764,0.14665,2.029516,0.164582,0.661214
PON3,8.17253,4.622447,0.866575,7.204811,8.745934,19.703693,17.496445
PON2,5.337868,6.404299,6.657613,5.066763,15.791644,6.095804,7.826992
ITGB8,4.754812,3.58461,5.317012,3.907771,6.305056,4.01758,11.574077
HBP1,3.511591,4.177641,1.928643,4.564357,4.431411,3.602684,3.217303
DUS4L,0.64234,0.503434,0.28738,0.873359,0.721521,0.928468,0.644534
SP4,6.295092,2.733606,1.288303,4.653972,5.802666,5.67741,5.5568
WDR91,1.88045,1.495589,0.771093,2.326566,2.003188,1.968819,1.754679
DNAH11,0.155551,0.333918,0.867443,0.179978,0.207401,0.107803,0.226176
CBLL1,3.975718,1.656176,1.082656,3.030457,6.605935,6.225781,6.333629
DLX5,0.031806,0.108843,0.205537,0.0138,1.234423,0.106066,0.567042
MTPN,25.536945,10.544651,4.112296,20.524895,34.844341,31.088034,31.939482
STEAP1B,0.021724,0.021138,0.082714,0.019504,0.216783,0.240153,0.00331
PTN,62.449963,15.497807,2.903399,26.40719,39.622917,98.496284,131.193542
MPP6,0.2319,0.246117,0.549987,0.185924,0.715546,0.29231,0.832193
GSDME,1.551076,2.468128,1.312824,2.294889,4.051188,4.209119,6.222157
ATP6V0A4,0.037631,0.040312,0.175567,0.050111,0.033088,0.008989,0.010619
ZC3HAV1,3.613491,2.26659,1.857973,4.220169,7.314188,7.688925,9.417819
TTC26,2.279851,1.34639,1.022718,1.996233,1.97381,2.551972,2.536231
OGDH,5.088589,4.95919,2.281622,6.617042,17.200722,18.747667,19.436373
ADAP1,0.198972,0.480346,0.222052,0.216317,1.050627,0.864056,1.704168
TFEC,0.29891,0.212309,0.324303,0.112735,1.390653,0.228288,0.742638
H2AZ2,9.234823,5.614217,4.829065,12.102518,23.545425,22.913321,25.361652
CAV2,0.886812,1.165041,2.028782,0.771741,4.527814,2.036167,6.054704
CAV1,0.647932,1.036525,2.735882,0.804984,5.564097,1.573319,9.206916
MET,1.689499,1.484308,0.759888,1.554942,5.339489,2.936415,3.103504
RNF32,0.407035,0.274631,0.185864,0.516965,0.356229,0.709153,0.659649
LMBR1,4.149154,3.883285,2.062525,4.778415,5.895883,6.766818,6.778455
DNAJB6,19.735615,6.456572,3.176561,10.770821,29.530933,39.10017,34.349953
LFNG,0.07313,0.243264,0.312947,0.069139,1.04135,0.374169,0.743124
BRAT1,1.806396,1.50182,1.289525,1.769739,4.301399,5.065592,4.151322
IQCE,2.40871,2.577127,1.374605,2.357879,4.29199,3.875791,4.798861
ANKRD7,0.163528,0.25559,0.195256,0.195032,0.098193,0.243388,0.168766
VIPR2,0.027256,0.097167,0.644861,0.071647,0.729072,0.379507,0.842105
TSPAN12,3.931603,1.06136,0.937323,2.309621,5.039189,4.435479,6.262935
SSBP1,13.963199,3.101773,2.375566,5.458185,10.676086,7.333611,9.932707
CPED1,1.641649,2.311018,2.216214,3.271376,1.84032,1.680508,1.204698
HIBADH,10.931498,3.76553,1.927381,7.911409,11.436721,11.292519,13.41762
TAX1BP1,14.500308,6.680619,0.968246,3.500847,33.805202,14.796434,38.308517
CPVL,2.499373,0.575518,0.555603,0.420301,14.235706,5.572474,1.681022
CHN2,0.870974,1.973671,1.202247,1.353491,1.684295,0.747102,0.558469
GRB10,7.507531,4.23795,3.024554,5.724569,8.279415,9.811056,5.7857
ABHD11,2.208806,1.711754,0.884635,2.058533,3.7897,4.951456,5.050689
COBL,1.654276,1.870992,1.527425,2.494792,4.844616,4.82249,5.926195
FKBP14,2.988643,1.983389,0.660846,3.028265,4.382318,3.799642,5.011178
PLEKHA8,1.716769,0.790729,0.878335,1.826841,1.467641,2.056168,1.690642
STX1A,4.741683,2.498148,0.853489,3.199894,3.477607,3.747635,4.833902
NOD1,0.228744,0.899617,1.334602,0.486982,1.032809,0.258011,0.873367
GARS1,10.102489,4.090513,1.407458,4.827341,14.402719,13.737359,19.912283
CRHR2,0.376259,0.666453,0.134406,0.713614,0.748785,1.113333,0.98608
EPHB6,0.038635,0.17165,0.252631,0.171658,0.554,0.40893,1.086182
MINDY4,2.001801,1.310713,0.79603,1.451828,2.831824,3.149434,3.502726
GHRHR,29.349989,5.596533,0.906232,6.440019,17.692413,19.657351,15.516496
CASP2,1.438262,1.158529,0.872139,1.515119,2.876184,3.185324,3.383719
CHCHD2,61.978722,13.861754,5.547118,36.832497,82.18795,88.879112,112.550766
CCL24,0.049444,0.04345,0.155715,0.019917,0.082019,0.021838,0.155379
HSPB1,1.821421,3.125142,4.401698,4.608578,28.689739,24.26115,40.428581
